instrument_token,exchange_token,tradingsymbol,tick_size,lot_size,instrument_type,segment,exchange
7604481,29705,716MP37A-SG,0.01,100,EQ,NSE,NSE
7603457,29701,716MP40A-SG,0.01,100,EQ,NSE,NSE
6964737,27206,716MP44-SG,0.01,100,EQ,NSE,NSE
7570945,29574,716MZ35-SG,0.01,100,EQ,NSE,NSE
195542273,763837,716NBRD29-N0,0.01,1,EQ,NSE,NSE
195922177,765321,716OR32-SG,0.01,100,EQ,NSE,NSE
194004737,757831,716OR50-SG,0.01,100,EQ,NSE,NSE
7369217,28786,716PFCL40-N0,0.01,1,EQ,NSE,NSE
7603201,29700,716PY40A-SG,0.01,100,EQ,NSE,NSE
6960385,27189,716RJ34-SG,0.01,100,EQ,NSE,NSE
194523137,759856,716RJ35-SG,0.01,100,EQ,NSE,NSE
6647041,25965,716RJ45-SG,0.01,100,EQ,NSE,NSE
194646273,760337,716TN32-SG,0.01,100,EQ,NSE,NSE
194522625,759854,716TN35-SG,0.01,100,EQ,NSE,NSE
6648065,25969,716TN54-SG,0.01,100,EQ,NSE,NSE
6964993,27207,716TN54A-SG,0.01,100,EQ,NSE,NSE
6647553,25967,716TS47-SG,0.01,100,EQ,NSE,NSE
6647809,25968,716TS49-SG,0.01,100,EQ,NSE,NSE
194948353,761517,716UBI36-N0,0.01,1,EQ,NSE,NSE
5655041,22090,716UP29-SG,0.01,100,EQ,NSE,NSE
706305,2759,716UP31-SG,0.01,100,EQ,NSE,NSE
7379713,28827,716UP39-SG,0.01,100,EQ,NSE,NSE
7602945,29699,716UP39B-SG,0.01,100,EQ,NSE,NSE
7380225,28829,716WB39-SG,0.01,100,EQ,NSE,NSE
7426561,29010,716WB42-SG,0.01,100,EQ,NSE,NSE
7551233,29497,717AP32-SG,0.01,100,EQ,NSE,NSE
7421953,28992,717AP37-SG,0.01,100,EQ,NSE,NSE
7422209,28993,717AP38-SG,0.01,100,EQ,NSE,NSE
7422721,28995,717AP39-SG,0.01,100,EQ,NSE,NSE
6646529,25963,717AP43-SG,0.01,100,EQ,NSE,NSE
652289,2548,717AS31-SG,0.01,100,EQ,NSE,NSE
5687297,22216,717BR30-SG,0.01,100,EQ,NSE,NSE
5689089,22223,717BR30A-SG,0.01,100,EQ,NSE,NSE
2131713,8327,717BR32-SG,0.01,100,EQ,NSE,NSE
5672961,22160,717CG30-SG,0.01,100,EQ,NSE,NSE
6962433,27197,717GA35-SG,0.01,100,EQ,NSE,NSE
194197761,758585,717GA35A-SG,0.01,100,EQ,NSE,NSE
5686785,22214,717GJ30-SG,0.01,100,EQ,NSE,NSE
5688833,22222,717GJ30A-SG,0.01,100,EQ,NSE,NSE
194775297,760841,717GJ32-SG,0.01,100,EQ,NSE,NSE
194577153,760067,717GJ34-SG,0.01,100,EQ,NSE,NSE
1845249,7208,717GS2028-GS,0.01,1,EQ,NSE,NSE
3852801,15050,717GS2030-GS,0.01,1,EQ,NSE,NSE
5336577,20846,717HP30-SG,0.01,100,EQ,NSE,NSE
5199361,20310,717HR29-SG,0.01,100,EQ,NSE,NSE
5337345,20849,717HR30-SG,0.01,100,EQ,NSE,NSE
7804673,30487,717IRFC35-N0,0.01,1,EQ,NSE,NSE
5266689,20573,717KA29-SG,0.01,100,EQ,NSE,NSE
5355009,20918,717KA30-SG,0.01,100,EQ,NSE,NSE
2132225,8329,717KL32-SG,0.01,100,EQ,NSE,NSE
7721217,30161,717KL38-SG,0.01,100,EQ,NSE,NSE
194004993,757832,717KL51-SG,0.01,100,EQ,NSE,NSE
7661057,29926,717MH37-SG,0.01,100,EQ,NSE,NSE
194098689,758198,717MH54-SG,0.01,100,EQ,NSE,NSE
653057,2551,717ML31-SG,0.01,100,EQ,NSE,NSE
5625857,21976,717MP29-SG,0.01,100,EQ,NSE,NSE
7701761,30085,717MP31-SG,0.01,100,EQ,NSE,NSE
5625089,21973,717MP35-SG,0.01,100,EQ,NSE,NSE
7425025,29004,717MP38-SG,0.01,100,EQ,NSE,NSE
7377665,28819,717MP41-SG,0.01,100,EQ,NSE,NSE
7703297,30091,717OR30-SG,0.01,100,EQ,NSE,NSE
7721985,30164,717OR40-SG,0.01,100,EQ,NSE,NSE
5686273,22212,717PN30-SG,0.01,100,EQ,NSE,NSE
5688321,22220,717PN30A-SG,0.01,100,EQ,NSE,NSE
6646785,25964,717PN44-SG,0.01,100,EQ,NSE,NSE
195522049,763758,717RECL31-N0,0.01,1,EQ,NSE,NSE
5643265,22044,717RJ30-SG,0.01,100,EQ,NSE,NSE
2132737,8331,717RJ32-SG,0.01,100,EQ,NSE,NSE
7659521,29920,717RJ35-SG,0.01,100,EQ,NSE,NSE
194098433,758197,717RJ52-SG,0.01,100,EQ,NSE,NSE
193936641,757565,717SHFL30-N0,0.01,1,EQ,NSE,NSE
194271233,758872,717SIHF28-N0,0.01,1,EQ,NSE,NSE
193747201,756825,717TCHFL30-N0,0.01,1,EQ,NSE,NSE
5663489,22123,717TN29-SG,0.01,100,EQ,NSE,NSE
2222337,8681,717TN30-SG,0.01,100,EQ,NSE,NSE
7657985,29914,717TN33-SG,0.01,100,EQ,NSE,NSE
7571457,29576,717TN45-SG,0.01,100,EQ,NSE,NSE
5667841,22140,717TR30-SG,0.01,100,EQ,NSE,NSE
1303041,5090,717TS41-SG,0.01,100,EQ,NSE,NSE
5674753,22167,717UK29-SG,0.01,100,EQ,NSE,NSE
7726081,30180,717UK32-SG,0.01,100,EQ,NSE,NSE
685057,2676,717UP31-SG,0.01,100,EQ,NSE,NSE
7726849,30183,717UP33-SG,0.01,100,EQ,NSE,NSE
7721473,30162,717UP39-SG,0.01,100,EQ,NSE,NSE
2132993,8332,717WB32-SG,0.01,100,EQ,NSE,NSE
7380737,28831,717WB42-SG,0.01,100,EQ,NSE,NSE
5199105,20309,718AP28-SG,0.01,100,EQ,NSE,NSE
5125121,20020,718AP33-SG,0.01,100,EQ,NSE,NSE
1974529,7713,718AP40-SG,0.01,100,EQ,NSE,NSE
6963969,27203,718AP40A-SG,0.01,100,EQ,NSE,NSE
5199617,20311,718AS29-SG,0.01,100,EQ,NSE,NSE
5157377,20146,718AS30-SG,0.01,100,EQ,NSE,NSE
5147905,20109,718BR30-SG,0.01,100,EQ,NSE,NSE
6960129,27188,718BR34-SG,0.01,100,EQ,NSE,NSE
7568897,29566,718BR45-SG,0.01,100,EQ,NSE,NSE
7603713,29702,718BR45B-SG,0.01,100,EQ,NSE,NSE
5673217,22161,718CG27-SG,0.01,100,EQ,NSE,NSE
5673729,22163,718CG30-SG,0.01,100,EQ,NSE,NSE
4262657,16651,718GJ28-SG,0.01,100,EQ,NSE,NSE
5298177,20696,718GJ30-SG,0.01,100,EQ,NSE,NSE
4614401,18025,718GS2033-GS,0.01,1,EQ,NSE,NSE
4453889,17398,718GS2037-GS,0.01,1,EQ,NSE,NSE
5147649,20108,718HP32-SG,0.01,100,EQ,NSE,NSE
7422977,28996,718HR38-SG,0.01,100,EQ,NSE,NSE
616193,2407,718HR41-SG,0.01,100,EQ,NSE,NSE
7570177,29571,718JK45-SG,0.01,100,EQ,NSE,NSE
194029313,757927,718JK45A-SG,0.01,100,EQ,NSE,NSE
1969665,7694,718KA33-SG,0.01,100,EQ,NSE,NSE
5609473,21912,718KL29-SG,0.01,100,EQ,NSE,NSE
7557889,29523,718KL50-SG,0.01,100,EQ,NSE,NSE
7724033,30172,718KL50A-SG,0.01,100,EQ,NSE,NSE
2287105,8934,718MH30-SG,0.01,100,EQ,NSE,NSE
194264321,758845,718MH33-SG,0.01,100,EQ,NSE,NSE
7661825,29929,718MH38-SG,0.01,100,EQ,NSE,NSE
7662081,29930,718MH39-SG,0.01,100,EQ,NSE,NSE
685825,2679,718MN31-SG,0.01,100,EQ,NSE,NSE
5624833,21972,718MP30-SG,0.01,100,EQ,NSE,NSE
7722753,30167,718MP46-SG,0.01,100,EQ,NSE,NSE
7603969,29703,718MP48A-SG,0.01,100,EQ,NSE,NSE
7723777,30171,718MP49-SG,0.01,100,EQ,NSE,NSE
7721729,30163,718MZ40-SG,0.01,100,EQ,NSE,NSE
7723009,30168,718OR46-SG,0.01,100,EQ,NSE,NSE
5647361,22060,718RJ29-SG,0.01,100,EQ,NSE,NSE
5650433,22072,718RJ30-SG,0.01,100,EQ,NSE,NSE
6963457,27201,718RJ38-SG,0.01,100,EQ,NSE,NSE
194022401,757900,718SFL28-N0,0.01,1,EQ,NSE,NSE
686337,2681,718SK31-SG,0.01,100,EQ,NSE,NSE
194576641,760065,718TN33-SG,0.01,100,EQ,NSE,NSE
7697921,30070,718TN35-SG,0.01,100,EQ,NSE,NSE
7660545,29924,718TN36-SG,0.01,100,EQ,NSE,NSE
7722241,30165,718TN45-SG,0.01,100,EQ,NSE,NSE
7558145,29524,718TN55-SG,0.01,100,EQ,NSE,NSE
7572225,29579,718TN55A-SG,0.01,100,EQ,NSE,NSE
7724289,30173,718TN55B-SG,0.01,100,EQ,NSE,NSE
1968641,7690,718TS33-SG,0.01,100,EQ,NSE,NSE
7557377,29521,718TS47-SG,0.01,100,EQ,NSE,NSE
7557633,29522,718TS49-SG,0.01,100,EQ,NSE,NSE
1254401,4900,718TS51-SG,0.01,100,EQ,NSE,NSE
5686529,22213,718UP30-SG,0.01,100,EQ,NSE,NSE
5688577,22221,718UP30A-SG,0.01,100,EQ,NSE,NSE
194522881,759855,718UP35-SG,0.01,100,EQ,NSE,NSE
5668865,22144,718WB35-SG,0.01,100,EQ,NSE,NSE
6963713,27202,718WB39-SG,0.01,100,EQ,NSE,NSE
6964225,27204,718WB41-SG,0.01,100,EQ,NSE,NSE
7722497,30166,718WB45-SG,0.01,100,EQ,NSE,NSE
7723265,30169,718WB46-SG,0.01,100,EQ,NSE,NSE
7723521,30170,718WB47-SG,0.01,100,EQ,NSE,NSE
5157633,20147,719AP34-SG,0.01,100,EQ,NSE,NSE
1281281,5005,719AP38-SG,0.01,100,EQ,NSE,NSE
7376129,28813,719AS34-SG,0.01,100,EQ,NSE,NSE
7555585,29514,719BR45-SG,0.01,100,EQ,NSE,NSE
7660033,29922,719CG35-SG,0.01,100,EQ,NSE,NSE
194563585,760014,719CG35A-SG,0.01,100,EQ,NSE,NSE
194630401,760275,719GJ33-SG,0.01,100,EQ,NSE,NSE
4729345,18474,719GS2060-GS,0.01,1,EQ,NSE,NSE
6962945,27199,719HR37-SG,0.01,100,EQ,NSE,NSE
7590401,29650,719HUDCO28-N7,0.01,1,EQ,NSE,NSE
194021889,757898,719JCL28-N0,0.01,1,EQ,NSE,NSE
5365505,20959,719JK29-SG,0.01,100,EQ,NSE,NSE
194688769,760503,719KA32-SG,0.01,100,EQ,NSE,NSE
194791937,760906,719KA32A-SG,0.01,100,EQ,NSE,NSE
708609,2768,719KA39-SG,0.01,100,EQ,NSE,NSE
709377,2771,719KA40-SG,0.01,100,EQ,NSE,NSE
1402625,5479,719KL51-SG,0.01,100,EQ,NSE,NSE
7008257,27376,719LT34-N0,0.01,1,EQ,NSE,NSE
7662593,29932,719MH40-SG,0.01,100,EQ,NSE,NSE
1253121,4895,719ML41-SG,0.01,100,EQ,NSE,NSE
6963201,27200,719MP38-SG,0.01,100,EQ,NSE,NSE
5623553,21967,719MP40-SG,0.01,100,EQ,NSE,NSE
7659265,29919,719OR35-SG,0.01,100,EQ,NSE,NSE
7663361,29935,719OR40-SG,0.01,100,EQ,NSE,NSE
1974785,7714,719PN37-SG,0.01,100,EQ,NSE,NSE
193992705,757784,719PN40-SG,0.01,100,EQ,NSE,NSE
7555841,29515,719PN45-SG,0.01,100,EQ,NSE,NSE
194025985,757914,719PN49-SG,0.01,100,EQ,NSE,NSE
194895617,761311,719RECL31-N0,0.01,1,EQ,NSE,NSE
7704833,30097,719RJ35-SG,0.01,100,EQ,NSE,NSE
610305,2384,719SK31-SG,0.01,100,EQ,NSE,NSE
5664001,22125,719TN30-SG,0.01,100,EQ,NSE,NSE
2173697,8491,719TN32-SG,0.01,100,EQ,NSE,NSE
6427137,25106,719TN32A-SG,0.01,100,EQ,NSE,NSE
194350593,759182,719TN33-SG,0.01,100,EQ,NSE,NSE
6373121,24895,719TN34-SG,0.01,100,EQ,NSE,NSE
5660161,22110,719TN35-SG,0.01,100,EQ,NSE,NSE
2134273,8337,719TN42-SG,0.01,100,EQ,NSE,NSE
194097665,758194,719TS44-SG,0.01,100,EQ,NSE,NSE
7556097,29516,719TS46-SG,0.01,100,EQ,NSE,NSE
194098177,758196,719TS49-SG,0.01,100,EQ,NSE,NSE
5655553,22092,719UP29-SG,0.01,100,EQ,NSE,NSE
653313,2552,719UP31-SG,0.01,100,EQ,NSE,NSE
6962689,27198,719UP36-SG,0.01,100,EQ,NSE,NSE
5669889,22148,719WB29-SG,0.01,100,EQ,NSE,NSE
707073,2762,719WB36-SG,0.01,100,EQ,NSE,NSE
194046721,757995,71ABHFL27-N0,0.01,1,EQ,NSE,NSE
120065,469,71AP37-SG,0.01,100,EQ,NSE,NSE
7794433,30447,71AS45-SG,0.01,100,EQ,NSE,NSE
6006529,23463,71GS2034-GS,0.01,1,EQ,NSE,NSE
7793153,30442,71HP40-SG,0.01,100,EQ,NSE,NSE
194359553,759217,71HR33-SG,0.01,100,EQ,NSE,NSE
5124609,20018,71JK30-SG,0.01,100,EQ,NSE,NSE
1252865,4894,71JK33-SG,0.01,100,EQ,NSE,NSE
1367553,5342,71JK33A-SG,0.01,100,EQ,NSE,NSE
1969409,7693,71KA32-SG,0.01,100,EQ,NSE,NSE
6596097,25766,71KA32A-SG,0.01,100,EQ,NSE,NSE
6579713,25702,71KL34-SG,0.01,100,EQ,NSE,NSE
7793921,30445,71KL43-SG,0.01,100,EQ,NSE,NSE
193974785,757714,71KL45-SG,0.01,100,EQ,NSE,NSE
80129,313,71MH32-SG,0.01,100,EQ,NSE,NSE
6595585,25764,71MH32A-SG,0.01,100,EQ,NSE,NSE
6490113,25352,71MH33-SG,0.01,100,EQ,NSE,NSE
1339393,5232,71MH36-SG,0.01,100,EQ,NSE,NSE
193974273,757712,71MN40-SG,0.01,100,EQ,NSE,NSE
7790593,30432,71NL35-SG,0.01,100,EQ,NSE,NSE
7794689,30448,71PN45-SG,0.01,100,EQ,NSE,NSE
6526465,25494,71RJ34-SG,0.01,100,EQ,NSE,NSE
7794177,30446,71RJ43-SG,0.01,100,EQ,NSE,NSE
7791361,30435,71SK35-SG,0.01,100,EQ,NSE,NSE
2122753,8292,71TN32-SG,0.01,100,EQ,NSE,NSE
6959617,27186,71TN32A-SG,0.01,100,EQ,NSE,NSE
6490625,25354,71TN34-SG,0.01,100,EQ,NSE,NSE
193904641,757440,71TS55-SG,0.01,100,EQ,NSE,NSE
5670657,22151,71WB30-SG,0.01,100,EQ,NSE,NSE
7794945,30449,71WB45-SG,0.01,100,EQ,NSE,NSE
7795201,30450,71WB46-SG,0.01,100,EQ,NSE,NSE
7795457,30451,71WB47-SG,0.01,100,EQ,NSE,NSE
193934081,757555,71WB50-SG,0.01,100,EQ,NSE,NSE
193934337,757556,71WB51-SG,0.01,100,EQ,NSE,NSE
193803521,757045,72092LTF27-N0,0.01,1,EQ,NSE,NSE
5252609,20518,720AR30-SG,0.01,100,EQ,NSE,NSE
5211649,20358,720AS30-SG,0.01,100,EQ,NSE,NSE
194695169,760528,720CL30-N0,0.01,1,EQ,NSE,NSE
7483649,29233,720LT35-N0,0.01,1,EQ,NSE,NSE
6402561,25010,720MH34-SG,0.01,100,EQ,NSE,NSE
5634561,22010,720ML30-SG,0.01,100,EQ,NSE,NSE
5635841,22015,720MZ30-SG,0.01,100,EQ,NSE,NSE
7294209,28493,720NHB31-N0,0.01,1,EQ,NSE,NSE
7492097,29266,720NHPC35-N0,0.01,1,EQ,NSE,NSE
194765825,760804,720PFCL36-N6,0.01,1,EQ,NSE,NSE
194767105,760809,720PFCL41-NB,0.01,1,EQ,NSE,NSE
7463681,29155,720RECL35-N0,0.01,1,EQ,NSE,NSE
194614017,760211,72190LTFL2-N0,0.01,1,EQ,NSE,NSE
5267201,20575,721AP31-SG,0.01,100,EQ,NSE,NSE
6454785,25214,721BR33-SG,0.01,100,EQ,NSE,NSE
7681281,30005,721GJ35-SG,0.01,100,EQ,NSE,NSE
2051073,8012,721KA32-SG,0.01,100,EQ,NSE,NSE
6370561,24885,721MH35-SG,0.01,100,EQ,NSE,NSE
5626113,21977,721MP34-SG,0.01,100,EQ,NSE,NSE
5638145,22024,721PY28-SG,0.01,100,EQ,NSE,NSE
2051329,8013,721RJ32-SG,0.01,100,EQ,NSE,NSE
194563841,760015,721SK35-SG,0.01,100,EQ,NSE,NSE
7679745,29999,721TN32-SG,0.01,100,EQ,NSE,NSE
194756865,760769,721TN32A-SG,0.01,100,EQ,NSE,NSE
6359297,24841,721TN34-SG,0.01,100,EQ,NSE,NSE
5667585,22139,721TR29-SG,0.01,100,EQ,NSE,NSE
194079489,758123,721TS47-SG,0.01,100,EQ,NSE,NSE
194097921,758195,721TS48-SG,0.01,100,EQ,NSE,NSE
5639937,22031,722AP28-SG,0.01,100,EQ,NSE,NSE
5639681,22030,722AP30-SG,0.01,100,EQ,NSE,NSE
5687041,22215,722AP31-SG,0.01,100,EQ,NSE,NSE
5640193,22032,722AP31A-SG,0.01,100,EQ,NSE,NSE
7680257,30001,722AP34-SG,0.01,100,EQ,NSE,NSE
7680769,30003,722AP35-SG,0.01,100,EQ,NSE,NSE
613121,2395,722AP37-SG,0.01,100,EQ,NSE,NSE
1975041,7715,722AP42-SG,0.01,100,EQ,NSE,NSE
5354241,20915,722AS29-SG,0.01,100,EQ,NSE,NSE
5337601,20850,722AS30-SG,0.01,100,EQ,NSE,NSE
194921217,761411,722AS32-SG,0.01,100,EQ,NSE,NSE
7457793,29132,722BR35-SG,0.01,100,EQ,NSE,NSE
7454977,29121,722BR40-SG,0.01,100,EQ,NSE,NSE
194096641,758190,722BR40A-SG,0.01,100,EQ,NSE,NSE
5354497,20916,722GA29-SG,0.01,100,EQ,NSE,NSE
4295937,16781,722GJ28-SG,0.01,100,EQ,NSE,NSE
7451393,29107,722GJ35-SG,0.01,100,EQ,NSE,NSE
6455041,25215,722HP39-SG,0.01,100,EQ,NSE,NSE
6403585,25014,722HPCL29-N0,0.01,1,EQ,NSE,NSE
7454721,29120,722HR38-SG,0.01,100,EQ,NSE,NSE
7661569,29928,722HR38A-SG,0.01,100,EQ,NSE,NSE
7698433,30072,722JK32-SG,0.01,100,EQ,NSE,NSE
7679233,29997,722KA32-SG,0.01,100,EQ,NSE,NSE
1972993,7707,722KA35-SG,0.01,100,EQ,NSE,NSE
7682049,30008,722KA35A-SG,0.01,100,EQ,NSE,NSE
7453185,29114,722KA36-SG,0.01,100,EQ,NSE,NSE
613889,2398,722KA38-SG,0.01,100,EQ,NSE,NSE
659969,2578,722KA38A-SG,0.01,100,EQ,NSE,NSE
6401281,25005,722KL59-SG,0.01,100,EQ,NSE,NSE
6336513,24752,722MH34-SG,0.01,100,EQ,NSE,NSE
6371841,24890,722MH45-SG,0.01,100,EQ,NSE,NSE
6399233,24997,722MH49-SG,0.01,100,EQ,NSE,NSE
6372097,24891,722MH50-SG,0.01,100,EQ,NSE,NSE
7702017,30086,722MP42-SG,0.01,100,EQ,NSE,NSE
194097409,758193,722MP43-SG,0.01,100,EQ,NSE,NSE
6398465,24994,722MP45-SG,0.01,100,EQ,NSE,NSE
194095873,758187,722MP48-SG,0.01,100,EQ,NSE,NSE
7682561,30010,722OR36-SG,0.01,100,EQ,NSE,NSE
6511873,25437,722PFCL39-N0,0.01,1,EQ,NSE,NSE
5604609,21893,722PN32-SG,0.01,100,EQ,NSE,NSE
2173953,8492,722RJ32-SG,0.01,100,EQ,NSE,NSE
6402817,25011,722RJ34-SG,0.01,100,EQ,NSE,NSE
7681537,30006,722RJ35-SG,0.01,100,EQ,NSE,NSE
617729,2413,722RJ41-SG,0.01,100,EQ,NSE,NSE
194791169,760903,722SIDBI29-N0,0.01,1,EQ,NSE,NSE
194670337,760431,722TFSI28-N0,0.01,1,EQ,NSE,NSE
194704129,760563,722TN32-SG,0.01,100,EQ,NSE,NSE
7680001,30000,722TN33-SG,0.01,100,EQ,NSE,NSE
7451649,29108,722TN35-SG,0.01,100,EQ,NSE,NSE
6400257,25001,722TN54-SG,0.01,100,EQ,NSE,NSE
6455553,25217,722TN54A-SG,0.01,100,EQ,NSE,NSE
6454529,25213,722TS38-SG,0.01,100,EQ,NSE,NSE
6958337,27181,722UCL34-N0,0.01,1,EQ,NSE,NSE
195679745,764374,722ULCE29-N0,0.01,1,EQ,NSE,NSE
5654785,22089,722UP30-SG,0.01,100,EQ,NSE,NSE
6427393,25107,723AP34-SG,0.01,100,EQ,NSE,NSE
6398721,24995,723AP46-SG,0.01,100,EQ,NSE,NSE
7466753,29167,723BOB35-N0,0.01,1,EQ,NSE,NSE
194868737,761206,723BOI35-N0,0.01,1,EQ,NSE,NSE
7094017,27711,723DMEDL34-N0,0.01,1,EQ,NSE,NSE
194950657,761526,723EXIM31-N0,0.01,1,EQ,NSE,NSE
2014977,7871,723GA32-SG,0.01,100,EQ,NSE,NSE
6402305,25009,723GA34-SG,0.01,100,EQ,NSE,NSE
6168577,24096,723GJ27-SG,0.01,100,EQ,NSE,NSE
194898177,761321,723GJ33-SG,0.01,100,EQ,NSE,NSE
6020609,23518,723GS2039-GS,0.01,1,EQ,NSE,NSE
7700737,30081,723HR39-SG,0.01,100,EQ,NSE,NSE
6372353,24892,723JK51-SG,0.01,100,EQ,NSE,NSE
6400001,25000,723JK54-SG,0.01,100,EQ,NSE,NSE
5557761,21710,723KA28-SG,0.01,100,EQ,NSE,NSE
6455297,25216,723KL45-SG,0.01,100,EQ,NSE,NSE
194124289,758298,723LTFL28-N0,0.01,1,EQ,NSE,NSE
6423041,25090,723MH35-SG,0.01,100,EQ,NSE,NSE
6371329,24888,723MH40-SG,0.01,100,EQ,NSE,NSE
7455489,29123,723MH41-SG,0.01,100,EQ,NSE,NSE
2010881,7855,723MN32-SG,0.01,100,EQ,NSE,NSE
193992961,757785,723MP42-SG,0.01,100,EQ,NSE,NSE
7702273,30087,723MP47-SG,0.01,100,EQ,NSE,NSE
6455809,25218,723MZ38-SG,0.01,100,EQ,NSE,NSE
7455233,29122,723MZ40-SG,0.01,100,EQ,NSE,NSE
7704577,30096,723OR47-SG,0.01,100,EQ,NSE,NSE
654593,2557,723PN31-SG,0.01,100,EQ,NSE,NSE
7453441,29115,723PN37-SG,0.01,100,EQ,NSE,NSE
6402049,25008,723RJ33-SG,0.01,100,EQ,NSE,NSE
194257921,758820,723RJ35-SG,0.01,100,EQ,NSE,NSE
7705089,30098,723RJ38-SG,0.01,100,EQ,NSE,NSE
6398977,24996,723RJ46-SG,0.01,100,EQ,NSE,NSE
6944769,27128,723SBI39-N0,0.01,1,EQ,NSE,NSE
194359809,759218,723SK35-SG,0.01,100,EQ,NSE,NSE
2194689,8573,723TN32-SG,0.01,100,EQ,NSE,NSE
194716929,760613,723TN33-SG,0.01,100,EQ,NSE,NSE
6336769,24753,723TN34-SG,0.01,100,EQ,NSE,NSE
194647297,760341,723TN35-SG,0.01,100,EQ,NSE,NSE
7701249,30083,723TN55-SG,0.01,100,EQ,NSE,NSE
7699713,30077,723TS49-SG,0.01,100,EQ,NSE,NSE
7705601,30100,723TS52-SG,0.01,100,EQ,NSE,NSE
7700225,30079,723TS53-SG,0.01,100,EQ,NSE,NSE
7699201,30075,723UK32-SG,0.01,100,EQ,NSE,NSE
195678721,764370,723ULCE30-N0,0.01,1,EQ,NSE,NSE
5669633,22147,723WB30-SG,0.01,100,EQ,NSE,NSE
2011393,7857,723WB32-SG,0.01,100,EQ,NSE,NSE
617985,2414,723WB41-SG,0.01,100,EQ,NSE,NSE
6399489,24998,723WB49-SG,0.01,100,EQ,NSE,NSE
5540865,21644,724AP33-SG,0.01,100,EQ,NSE,NSE
5541121,21645,724AP35-SG,0.01,100,EQ,NSE,NSE
6403073,25012,724AP36-SG,0.01,100,EQ,NSE,NSE
1974017,7711,724AP38-SG,0.01,100,EQ,NSE,NSE
7699969,30078,724AR45-SG,0.01,100,EQ,NSE,NSE
5354753,20917,724AS30-SG,0.01,100,EQ,NSE,NSE
611585,2389,724AS31-SG,0.01,100,EQ,NSE,NSE
7705857,30101,724AS45-SG,0.01,100,EQ,NSE,NSE
194284801,758925,724BR31-SG,0.01,100,EQ,NSE,NSE
2014721,7870,724BR32-SG,0.01,100,EQ,NSE,NSE
6372865,24894,724BR33-SG,0.01,100,EQ,NSE,NSE
7660801,29925,724BR37-SG,0.01,100,EQ,NSE,NSE
194091777,758171,724CANF28-N0,0.01,1,EQ,NSE,NSE
5419265,21169,724GJ29-SG,0.01,100,EQ,NSE,NSE
194536961,759910,724GJ33-SG,0.01,100,EQ,NSE,NSE
5234689,20448,724GR2033-GS,0.01,1,EQ,NSE,NSE
194220545,758674,724GS2055-GS,0.01,1,EQ,NSE,NSE
5252865,20519,724HR29-SG,0.01,100,EQ,NSE,NSE
6370817,24886,724HR36-SG,0.01,100,EQ,NSE,NSE
6403329,25013,724HR36A-SG,0.01,100,EQ,NSE,NSE
6481409,25318,724INBK34-N0,0.01,1,EQ,NSE,NSE
656129,2563,724JK36-SG,0.01,100,EQ,NSE,NSE
688897,2691,724KA37-SG,0.01,100,EQ,NSE,NSE
689409,2693,724KA38-SG,0.01,100,EQ,NSE,NSE
6424833,25097,724KL40-SG,0.01,100,EQ,NSE,NSE
194097153,758192,724KL41-SG,0.01,100,EQ,NSE,NSE
7700993,30082,724KL43-SG,0.01,100,EQ,NSE,NSE
7456257,29126,724KL44-SG,0.01,100,EQ,NSE,NSE
194264577,758846,724MH34-SG,0.01,100,EQ,NSE,NSE
6397441,24990,724MH39-SG,0.01,100,EQ,NSE,NSE
6425089,25098,724MH40-SG,0.01,100,EQ,NSE,NSE
7456001,29125,724MH44-SG,0.01,100,EQ,NSE,NSE
194079233,758122,724MP45-SG,0.01,100,EQ,NSE,NSE
194689025,760504,724OR32-SG,0.01,100,EQ,NSE,NSE
194823169,761028,724PFCL31-N0,0.01,1,EQ,NSE,NSE
7561473,29537,724PFCL35-N0,0.01,1,EQ,NSE,NSE
194683137,760481,724RJ31-SG,0.01,100,EQ,NSE,NSE
2022145,7899,724RJ32-SG,0.01,100,EQ,NSE,NSE
2082817,8136,724RJ32A-SG,0.01,100,EQ,NSE,NSE
2194945,8574,724RJ32B-SG,0.01,100,EQ,NSE,NSE
6427905,25109,724RJ34-SG,0.01,100,EQ,NSE,NSE
194583297,760091,724RJ35-SG,0.01,100,EQ,NSE,NSE
655361,2560,724RJ36-SG,0.01,100,EQ,NSE,NSE
194564097,760016,724RJ36A-SG,0.01,100,EQ,NSE,NSE
194486785,759714,724SFL28-N0,0.01,1,EQ,NSE,NSE
2174209,8493,724SK32-SG,0.01,100,EQ,NSE,NSE
194393345,759349,724TFSIL27-N0,0.01,1,EQ,NSE,NSE
6314241,24665,724TN30-SG,0.01,100,EQ,NSE,NSE
194956545,761549,724TN31-SG,0.01,100,EQ,NSE,NSE
2023425,7904,724TN32-SG,0.01,100,EQ,NSE,NSE
1303297,5091,724TN51-SG,0.01,100,EQ,NSE,NSE
1291521,5045,724TS51-SG,0.01,100,EQ,NSE,NSE
2011137,7856,724UP32-SG,0.01,100,EQ,NSE,NSE
194630657,760276,724UP33-SG,0.01,100,EQ,NSE,NSE
194493185,759739,724UP36-SG,0.01,100,EQ,NSE,NSE
7698177,30071,724UP40-SG,0.01,100,EQ,NSE,NSE
6371585,24889,724WB42-SG,0.01,100,EQ,NSE,NSE
6424321,25095,725AP37-SG,0.01,100,EQ,NSE,NSE
6425345,25099,725AP44-SG,0.01,100,EQ,NSE,NSE
